# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 inf 4.965807311236858368e-03 1.533780956268310547e+01 7.529815343104000000e+12 4.965807311236858368e-03 1.533780956268310547e+01 9.860771298408508301e-01
1.000000000000000000e+03 nan nan nan nan nan nan nan
