0 [5.00e-01]
600 [5.00e-01]
1200 [5.00e-01]
1800 [5.00e-01]
2400 [5.00e-01]
3000 [5.00e-01]
3600 [5.00e-01]
4200 [5.00e-01]
4800 [5.00e-01]
5000 [5.00e-01]
