# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.366345500946044922e+01 1.634924905374646187e-03 4.894872307777404785e-01 5.213893577456474304e-02 1.581842041015625000e+01 1.634924905374646187e-03 4.894872307777404785e-01 5.213893577456474304e-02 9.604237079620361328e-01
1.000000000000000000e+03 1.145113073289394379e-02 7.382165640592575073e-02 2.109854221343994141e-01 4.600543901324272156e-02 8.794800378382205963e-03 7.382165640592575073e-02 2.109854221343994141e-01 4.600543901324272156e-02 7.031807303428649902e-01
2.000000000000000000e+03 5.681389011442661285e-03 6.611224263906478882e-02 1.702335476875305176e-01 4.750810936093330383e-02 7.913530804216861725e-03 6.611224263906478882e-02 1.702335476875305176e-01 4.750810936093330383e-02 7.351955175399780273e-01
3.000000000000000000e+03 4.461366217583417892e-03 3.550006076693534851e-02 1.180583387613296509e-01 3.340973332524299622e-02 4.243123810738325119e-03 3.550006076693534851e-02 1.180583387613296509e-01 3.340973332524299622e-02 8.758431077003479004e-01
4.000000000000000000e+03 2.333980053663253784e-03 2.642209082841873169e-02 1.016808524727821350e-01 3.351960703730583191e-02 4.921073559671640396e-03 2.642209082841873169e-02 1.016808524727821350e-01 3.351960703730583191e-02 8.910120725631713867e-01
5.000000000000000000e+03 2.188140060752630234e-03 1.677497476339340210e-02 8.744654059410095215e-02 3.404207527637481689e-02 1.601872220635414124e-02 1.677497476339340210e-02 8.744654059410095215e-02 3.404207527637481689e-02 8.926115632057189941e-01
6.000000000000000000e+03 2.680113073438405991e-03 1.010844204574823380e-02 7.599010318517684937e-02 3.449822217226028442e-02 5.543885752558708191e-02 1.010844204574823380e-02 7.599010318517684937e-02 3.449822217226028442e-02 8.917874693870544434e-01
7.000000000000000000e+03 1.990374410524964333e-03 6.781846750527620316e-03 6.697525084018707275e-02 3.436639159917831421e-02 1.504899561405181885e-01 6.781846750527620316e-03 6.697525084018707275e-02 3.436639159917831421e-02 8.919358253479003906e-01
8.000000000000000000e+03 1.204798114486038685e-03 5.479658953845500946e-03 5.806516483426094055e-02 3.412811458110809326e-02 3.937695622444152832e-01 5.479658953845500946e-03 5.806516483426094055e-02 3.412811458110809326e-02 8.954249620437622070e-01
9.000000000000000000e+03 1.148038776591420174e-03 5.417842417955398560e-03 5.038156360387802124e-02 3.375880047678947449e-02 7.035167813301086426e-01 5.417842417955398560e-03 5.038156360387802124e-02 3.375880047678947449e-02 8.970167636871337891e-01
1.000000000000000000e+04 1.051007420755922794e-03 5.538880359381437302e-03 4.364573210477828979e-02 3.338304162025451660e-02 9.273347258567810059e-01 5.538880359381437302e-03 4.364573210477828979e-02 3.338304162025451660e-02 8.982912302017211914e-01
1.100000000000000000e+04 1.484654098749160767e-02 5.601378157734870911e-03 3.732675313949584961e-02 3.355350717902183533e-02 1.122501015663146973e+00 5.601378157734870911e-03 3.732675313949584961e-02 3.355350717902183533e-02 9.039768576622009277e-01
1.200000000000000000e+04 4.125434905290603638e-03 5.801518447697162628e-03 3.109370544552803040e-02 3.305250406265258789e-02 1.312870621681213379e+00 5.801518447697162628e-03 3.109370544552803040e-02 3.305250406265258789e-02 9.019945859909057617e-01
1.300000000000000000e+04 4.622242227196693420e-02 5.620688665658235550e-03 2.573306858539581299e-02 3.319515287876129150e-02 1.482452750205993652e+00 5.620688665658235550e-03 2.573306858539581299e-02 3.319515287876129150e-02 9.023336768150329590e-01
1.400000000000000000e+04 9.343265555799007416e-04 5.865032784640789032e-03 2.061759307980537415e-02 3.264472633600234985e-02 1.730275750160217285e+00 5.865032784640789032e-03 2.061759307980537415e-02 3.264472633600234985e-02 9.018650650978088379e-01
1.500000000000000000e+04 2.203813521191477776e-03 5.573552567511796951e-03 1.655978336930274963e-02 3.266645967960357666e-02 1.965205430984497070e+00 5.573552567511796951e-03 1.655978336930274963e-02 3.266645967960357666e-02 9.019986987113952637e-01
1.600000000000000000e+04 8.768099360167980194e-04 5.447145085781812668e-03 1.301755011081695557e-02 3.259004652500152588e-02 2.264235258102416992e+00 5.447145085781812668e-03 1.301755011081695557e-02 3.259004652500152588e-02 9.030820727348327637e-01
1.700000000000000000e+04 5.251642782241106033e-03 5.427487194538116455e-03 1.034008618444204330e-02 3.225523233413696289e-02 2.534702301025390625e+00 5.427487194538116455e-03 1.034008618444204330e-02 3.225523233413696289e-02 9.006827473640441895e-01
1.800000000000000000e+04 6.122445687651634216e-03 5.341893061995506287e-03 8.325728587806224823e-03 3.209724277257919312e-02 2.931038618087768555e+00 5.341893061995506287e-03 8.325728587806224823e-03 3.209724277257919312e-02 8.973434567451477051e-01
1.900000000000000000e+04 6.011861842125654221e-04 5.037877243012189865e-03 6.146243773400783539e-03 3.240974992513656616e-02 3.484130620956420898e+00 5.037877243012189865e-03 6.146243773400783539e-03 3.240974992513656616e-02 9.060072898864746094e-01
2.000000000000000000e+04 5.297503666952252388e-04 4.854429978877305984e-03 4.958982113748788834e-03 3.238065913319587708e-02 3.803622722625732422e+00 4.854429978877305984e-03 4.958982113748788834e-03 3.238065913319587708e-02 9.064958095550537109e-01
